time,ni_in,fe_in,cao_in,al2o3_in,s_m,bc,mc_kilnfeed,fc_coal,gcv_coal,current_pry,current_sec1,current_sec2,current_sec3,load,power_factor,realisasi_beban,rpm,kg_tco,charge_kiln,tdo,pry_p,sec_p,pry_v,sec_v,total_coal,total_fuel,a_f_ratio,reductor_consume,t_tic162,t_tic163,metal_temp,ni_met,c_met,si_met,fe_met,s_met,ni_slag,fe_slag,t_kalsin,pic_161,loi_kalsin
2024-07-31 01:00:00,1.94,16.73,2.26,1.92,2.569767,0.434793,21.58,41.569999997504056,6712.229999661446,20.48,21.2,22.0,21.3,33.8,-0.99,33.462,0.87696,35.4,101.58,79.659036,419.6,102.9,94.2,405.3,3600.0,3600.0,8.325,5.318,962.212585,776.629639,1545.0,15.74,1.24,1.25,80.086,1.684,0.04,5.73,156.50264,-9.296076,8.708209640583566e-06
2024-07-31 02:00:00,1.86,15.85,2.27,1.96,2.512097,0.441451,21.580000000000002,41.56999999890104,6712.229999542236,20.480000000000004,21.600000000000005,21.0,21.2,33.5,-0.99,33.165,0.87777,37.50000000000001,101.32999999999998,79.462986,416.5,100.8,93.5,401.8,3800.0,3800.0,7.820526,5.352,961.979919,826.95343,1545.0,15.74,1.24,1.25,80.08599999999998,1.6840000000000002,0.04,5.7299999999999995,272.36734,-5.502688,3.4832838562334262e-06
2024-07-31 03:00:00,1.86,15.85,2.27,1.96,2.512097,0.441451,21.58,41.5699999993667,6712.230000138283,20.480000000000004,21.1,21.699999999999996,20.300000000000004,32.4,-0.99,32.076,0.882225,34.7,100.83,79.070886,396.0,95.69999999999999,91.40000000000002,394.5,3500.0,3500.0000000000005,8.329714000000001,5.329,952.575684,792.852905,1545.0,15.740000000000002,1.24,1.25,80.08599999999998,1.684,0.04000000000000001,5.73,442.584747,-4.661277,8.708209640583563e-07
2024-07-31 06:00:00,2.08,15.29,2.21,1.82,2.459006,0.448112,21.58,41.569999997736886,6712.229999661446,20.48,22.999999999999996,21.699999999999996,16.9,33.5,-1.0,33.5,0.87561,35.9,99.37,77.92595399999999,371.9,87.80000000000001,88.19999999999999,378.30000000000007,3500.0,3499.9999999999995,7.997143,5.653,940.3125,818.384216,1545.0,15.74,1.2400000000000002,1.2499999999999998,80.086,1.6840000000000002,0.04000000000000001,5.73,810.770508,-2.333119,-5.293955920339377e-23
2024-07-31 07:00:00,2.08,15.29,2.21,1.82,2.459006,0.448112,21.580000000000002,41.569999997504056,6712.229999780655,20.480000000000004,21.5,19.9,19.5,33.6,-0.10000000000000003,3.36,0.881685,36.00000000000001,99.47000000000001,78.004374,350.2,82.1,85.80000000000001,368.20000000000005,3400.0,3400.0000000000005,8.011765,5.628,935.396057,787.79895,1545.0,15.740000000000002,1.2400000000000002,1.25,80.08600000000001,1.6840000000000002,0.04000000000000001,5.730000000000001,771.028198,-2.412225,5.293955920339377e-23
2024-07-31 08:00:00,2.08,15.29,2.21,1.82,2.459006,0.448112,21.58,41.56999999657273,6712.229999780655,20.48,21.0,21.4,22.999999999999996,33.7,-0.9999999999999998,33.7,0.878985,36.4,99.36999999999999,77.92595399999999,354.6,79.09999999999998,85.9,362.9,3500.0,3499.9999999999995,7.693713999999999,5.687,936.973083,772.048889,1545.0,15.74,1.2400000000000002,1.2499999999999998,80.086,1.6839999999999997,0.039999999999999994,5.73,761.343689,-3.249447,0.0
2024-08-01 00:00:00,2.09,16.8,3.5,1.86,2.331215,0.504696,21.55,41.56999999796972,6712.229999780655,20.480000000000004,22.000000000000004,21.800000000000004,22.3,33.7,-0.99,33.363,-0.00081,36.2,99.16,77.79102,386.9,94.6,90.30000000000001,390.6,3400.0,3400.0,8.486470999999998,0.0,190.650803,133.041611,1545.0,15.75,1.26,1.24,80.05400000000002,1.6959999999999997,0.04,5.73,653.022034,-2.991457,0.060000000000000005
2024-08-01 17:00:00,2.09,16.8,3.5,1.86,2.331215,0.504696,22.04,41.56999999959953,6712.229999810457,21.500000000000007,25.5,20.299999999999997,22.500000000000004,24.2,-0.99,23.958,0.92097,45.10000000000001,99.11,77.26615600000001,365.70000000000005,88.60000000000001,89.60000000000001,382.70000000000005,3400.0,3400.0,8.334706,5.568,994.616638,702.538879,1562.0000000000002,15.98,1.1700000000000002,1.1700000000000002,79.95600000000002,1.7240000000000002,0.04000000000000001,8.52,636.666199,-3.055847,0.05989053350295136
2024-08-01 18:00:00,2.09,16.8,3.5,1.86,2.331215,0.504696,22.04,41.569999998784624,6712.22999997437,21.500000000000004,22.600000000000005,20.800000000000004,21.900000000000002,34.3,-0.9900000000000001,33.957,0.918,44.900000000000006,104.30000000000001,81.31228000000002,566.9000000000001,141.1,110.3,471.6000000000001,4000.0000000000005,4000.0,8.7285,5.582,1006.83606,726.421448,1562.0000000000002,15.980000000000002,1.1700000000000002,1.17,79.95600000000002,1.7240000000000002,0.04000000000000001,8.520000000000001,623.069153,-2.403971,0.05987608730253222
2024-08-01 19:00:00,2.09,16.8,3.5,1.86,2.331215,0.504696,21.340000000000003,41.56999999855179,6712.229999780655,21.500000000000007,22.200000000000003,22.700000000000003,21.10000000000001,33.4,-0.9900000000000002,33.066,0.91908,45.20000000000001,105.28,82.81324800000002,603.9,154.00000000000003,114.00000000000001,487.80000000000007,4200.0,4200.0,8.597143,5.61,1028.448364,758.816833,1562.0,15.980000000000002,1.1700000000000002,1.17,79.95600000000002,1.7239999999999998,0.04,8.52,619.860962,-2.841456,0.05986101213826711
