time,ni_in,fe_in,sio2_in,cao_in,mgo_in,al2o3_in,fe_ni,s_m,bc,loi_in,mc_kilnfeed,fc_coal,gcv_coal,voltage_pry,voltage_sec,current_pry,current_sec1,current_sec2,current_sec3,load,power_factor,realisasi_beban,rpm,kg_tco,charge_kiln,tdo,pry_p,sec_p,pry_v,sec_v,total_coal,total_fuel,a_f_ratio,reductor_consume,t_tic162,t_tic163,metal_temp,ni_met,c_met,si_met,fe_met,s_met,ni_slag,fe_slag,t_kalsin,pic_161,loi_kalsin
2024-07-31 01:00:00,1.94,16.73,35.36,2.26,13.76,1.92,8.623711,2.569767,0.434793,,21.58,,,29.7,29.7,20.48,21.2,22.0,21.3,33.8,-0.99,33.462,0.87696,35.4,101.58,79.659036,419.6,102.9,94.2,405.3,3600.0,3600.0,8.325,5.318,962.212585,776.629639,1525.0,15.38,1.29,1.21,80.429,1.691,0.05,7.11,656.996216,-3.422737,
2024-07-31 02:00:00,1.86,15.85,37.38,2.27,14.88,1.96,8.521505,2.512097,0.441451,,21.58,,,28.9,718.8,20.48,21.6,21.0,21.2,33.5,-0.99,33.165,0.87777,37.5,101.33,79.462986,416.5,100.8,93.5,401.8,3800.0,3800.0,7.820526,5.352,961.979919,826.95343,1525.0,15.38,1.29,1.21,80.429,1.691,0.05,7.11,680.298889,-2.893074,
2024-07-31 03:00:00,1.86,15.85,37.38,2.27,14.88,1.96,8.521505,2.512097,0.441451,,21.58,,,29.7,698.3,20.48,21.1,21.7,20.3,32.4,-0.99,32.076,0.882225,34.7,100.83,79.070886,396.0,95.7,91.4,394.5,3500.0,3500.0,8.329714,5.329,952.575684,792.852905,1525.0,15.38,1.29,1.21,80.429,1.691,0.05,7.11,693.220459,-2.662573,
2024-07-31 04:00:00,1.86,15.85,37.38,2.27,14.88,1.96,8.521505,2.512097,0.441451,,21.58,,,29.9,697.7,20.48,21.1,15.4,21.0,33.5,-0.99,33.165,0.87615,39.1,101.68,79.737456,381.2,91.4,89.4,386.3,3600.0,3600.0,7.928333,5.383,953.252808,782.994507,1530.0,15.38,1.29,1.21,80.429,1.691,0.06,7.02,647.063293,-3.035434,
2024-07-31 05:00:00,1.86,15.85,37.38,2.27,14.88,1.96,8.521505,2.512097,0.441451,,21.58,,,29.9,679.7,20.48,21.1,15.5,21.0,33.9,-0.99,33.561,0.87426,37.7,99.96,78.388632,420.2,93.4,94.3,394.5,3800.0,3800.0,7.717895,5.673,944.771118,795.5672,1530.0,15.75,1.22,1.29,80.053,1.687,0.06,7.02,653.873535,-3.635296,
2024-07-31 06:00:00,2.08,15.29,38.09,2.21,15.49,1.82,7.350962,2.459006,0.448112,,21.58,,,29.8,726.5,20.48,23.0,21.7,16.9,33.5,-1.0,33.5,0.87561,35.9,99.37,77.925954,371.9,87.8,88.2,378.3,3500.0,3500.0,7.997143,5.653,940.3125,818.384216,1530.0,15.75,1.22,1.29,80.053,1.687,0.06,7.02,682.386353,-2.763383,
2024-07-31 07:00:00,2.08,15.29,38.09,2.21,15.49,1.82,7.350962,2.459006,0.448112,,21.58,,,29.7,715.5,20.48,21.5,19.9,19.5,33.6,-0.1,3.36,0.881685,36.0,99.47,78.004374,350.2,82.1,85.8,368.2,3400.0,3400.0,8.011765,5.628,935.396057,787.79895,1530.0,15.75,1.22,1.29,80.053,1.687,0.06,7.02,705.419312,-2.903097,
2024-07-31 08:00:00,2.08,15.29,38.09,2.21,15.49,1.82,7.350962,2.459006,0.448112,,21.58,,,29.7,687.3,20.48,21.0,21.4,23.0,33.7,-1.0,33.7,0.878985,36.4,99.37,77.925954,354.6,79.1,85.9,362.9,3500.0,3500.0,7.693714,5.687,936.973083,772.048889,1528.0,15.71,1.26,1.28,80.007,1.743,0.05,6.98,659.07843,-3.086246,0.9
2024-07-31 09:00:00,2.08,15.29,38.09,2.21,15.49,1.82,7.350962,2.459006,0.448112,,22.24,,,29.7,783.2,20.48,21.1,21.8,20.0,35.0,0.99,34.65,0.09612,0.0,19.92,15.489792,8.2,43.6,19.3,277.0,2000.0,2000.0,8.889,0.0,746.645996,693.592346,1528.0,15.74,1.24,1.25,80.086,1.684,0.05,6.98,620.804504,-5.007541,0.9
2024-07-31 10:00:00,2.03,16.62,34.94,1.75,15.12,1.7,8.187192,2.310847,0.468517,,22.24,,,29.7,749.0,20.48,23.3,22.1,20.1,36.8,-0.99,36.432,0.40041,69.9,19.93,15.497568,54.7,50.4,34.9,293.0,2300.0,2300.0,8.553913,2.685,816.654358,786.175537,1528.0,15.74,1.24,1.25,80.086,1.684,0.05,6.98,612.032959,-3.281965,0.9
2024-07-31 11:00:00,2.03,16.62,34.94,1.75,15.12,1.7,8.187192,2.310847,0.468517,,22.24,,,30.2,532.5,17.87,21.0,19.6,20.4,30.2,-0.99,29.898,0.41121,66.3,38.61,30.023136,39.5,47.0,31.2,283.0,2400.0,2400.0,7.855,2.343,845.77655,782.851318,1528.0,15.74,1.24,1.25,80.086,1.684,0.05,6.98,660.119629,-5.028225,0.9
2024-07-31 12:00:00,2.03,16.62,34.94,1.75,15.12,1.7,8.187192,2.310847,0.468517,,22.24,,,29.9,531.3,17.87,21.9,21.4,21.4,24.2,-0.99,23.958,0.09585,0.0,0.0,0.0,10.3,40.6,19.5,270.9,1600.0,1600.0,10.89,0.0,718.760986,711.709534,1528.0,15.74,1.24,1.25,80.086,1.684,0.05,6.98,698.171814,-4.509876,0.9
2024-07-31 13:00:00,2.03,16.62,34.94,1.75,15.12,1.7,8.187192,2.310847,0.468517,,21.55,,,29.9,538.2,17.87,22.7,19.1,20.1,24.1,-0.99,23.859,0.095985,0.0,0.0,0.0,7.7,38.2,19.4,270.8,1600.0,1600.0,10.8825,0.0,618.020325,639.500305,1528.0,15.74,1.24,1.25,80.086,1.684,0.05,6.98,706.564758,-5.895933,0.9
2024-07-31 14:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,21.55,,,30.1,246.9,17.87,18.9,18.6,17.2,13.6,-0.96,13.056,-0.001485,0.0,0.0,0.0,8.3,37.7,19.4,270.1,0.0,0.0,,0.0,533.368469,496.395325,1545.0,15.74,1.24,1.25,80.086,1.684,0.04,5.73,678.308655,-7.138705,0.9
2024-07-31 15:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,21.55,,,30.1,246.6,17.87,18.5,18.4,17.0,10.2,-0.96,9.792,0.095715,0.0,0.0,0.0,6.9,36.8,19.7,372.7,0.0,0.0,,0.0,497.867554,463.892395,1545.0,15.74,1.24,1.25,80.086,1.684,0.04,5.73,666.179565,-8.770196,0.9
2024-08-01 00:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,21.55,,,29.7,694.1,20.48,22.0,21.8,22.3,33.7,-0.99,33.363,-0.00081,36.2,99.16,77.79102,386.9,94.6,90.3,390.6,3400.0,3400.0,8.486471,0.0,190.650803,133.041611,1545.0,15.74,1.24,1.25,80.086,1.684,0.04,5.73,163.377472,-17.377054,
2024-08-01 01:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,21.55,,,30.2,1514.0,14.04,14.7,14.3,13.3,5.1,-0.93,4.743,-0.00081,0.0,0.0,0.0,-2.0,43.0,18.0,279.2,0.0,3609.722222,4.939992,0.0,188.695099,141.024445,1545.0,15.74,1.24,1.25,80.086,1.684,0.04,5.73,156.50264,-9.296076,
2024-08-01 02:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,21.55,,,30.2,153.5,14.04,14.7,13.5,12.3,4.9,-0.91,4.459,0.096255,0.0,0.0,0.0,93.6,79.0,46.2,359.9,0.0,652.777778,37.326638,0.0,541.919128,526.089233,1545.0,15.74,1.24,1.25,80.086,1.684,0.04,5.73,272.36734,-5.502688,
2024-08-01 03:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,22.5,,,30.2,155.0,14.04,14.8,13.1,11.7,4.8,-0.9,4.32,0.40338,67.4,1.8,1.395,94.5,83.0,46.1,360.2,2300.0,2854.166667,8.541197,2.349,633.596252,575.000244,1545.0,15.74,1.24,1.25,80.086,1.684,0.04,5.73,442.584747,-4.661277,
2024-08-01 04:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,22.5,,,30.4,234.2,14.04,7.3,6.3,7.1,6.5,-0.99,6.435,0.535005,57.7,50.44,39.091,259.5,61.5,73.2,325.0,3200.0,3200.0,7.46625,3.468,943.965088,803.337219,1545.0,15.74,1.24,1.25,80.086,1.684,0.04,5.73,529.445862,-3.702125,0.0
2024-08-01 05:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,22.5,,,30.3,154.1,14.04,14.8,12.3,12.8,8.9,-0.94,8.366,0.79785,30.9,85.33,66.13075,258.8,64.4,73.5,324.6,3500.0,3500.0,6.824571,5.168,949.608521,877.81366,1545.0,15.74,1.24,1.25,80.086,1.684,0.04,5.73,674.801331,-2.388664,0.0
2024-08-01 06:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,22.5,,,30.3,150.2,14.04,14.7,12.9,14.1,4.9,-0.93,4.557,0.87048,38.1,99.63,77.21325,355.3,89.7,85.8,376.5,3500.0,3500.0,7.925143,5.689,902.708923,772.677185,1545.0,15.74,1.24,1.25,80.086,1.684,0.04,5.73,810.770508,-2.333119,0.0
2024-08-01 07:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,22.2,,,30.3,150.6,14.04,14.8,13.6,13.8,5.0,-0.93,4.65,0.90666,37.2,104.95,81.6511,360.5,89.5,86.1,376.9,3400.0,3400.0,8.170588,5.937,843.399719,790.456848,1545.0,15.74,1.24,1.25,80.086,1.684,0.04,5.73,771.028198,-2.412225,0.0
2024-08-01 08:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,22.2,,,30.0,312.9,19.66,20.3,19.1,19.4,11.5,-0.97,11.155,0.70227,37.8,96.75,75.2715,265.1,63.5,73.8,328.1,3300.0,3300.0,7.307273,4.663,898.375977,801.398438,1545.0,15.74,1.24,1.25,80.086,1.684,0.04,5.73,761.343689,-3.249447,0.0
2024-08-01 09:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,22.2,,,30.3,154.2,19.66,12.2,12.4,11.4,6.5,-0.95,6.175,0.096255,0.0,27.3,21.2394,13.7,44.9,21.2,278.9,1900.0,1900.0,9.476842,0.0,681.23407,695.57605,1545.0,15.74,1.24,1.25,80.086,1.684,0.04,5.73,701.889282,-4.932784,0.0
2024-08-01 10:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,22.2,,,30.3,153.3,14.04,12.2,12.6,11.7,4.5,-0.95,4.275,0.09612,0.0,0.0,0.0,8.6,40.0,21.3,279.0,1400.0,1400.0,12.87,0.0,530.019226,518.005005,1545.0,15.74,1.24,1.25,80.086,1.684,0.04,5.73,694.838501,-9.960052,0.0
2024-08-01 11:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,21.13,,,30.3,153.3,14.04,12.2,12.5,11.6,4.5,-0.95,4.275,0.095985,0.0,0.0,0.0,7.3,38.4,21.2,275.3,0.0,0.0,,0.0,494.192352,435.302246,1545.0,15.74,1.24,1.25,80.086,1.684,0.04,5.73,537.219543,-6.103297,0.0
2024-08-01 12:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,21.13,,,30.3,151.7,14.04,12.9,12.3,12.1,4.5,-0.95,4.275,0.61668,37.8,43.43,34.253241,131.8,43.6,54.9,276.7,2300.0,2300.0,8.650435,4.001,839.355835,727.491516,1545.0,15.74,1.24,1.25,80.086,1.684,0.04,5.73,625.617432,-3.70794,0.0
2024-08-01 13:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,21.13,,,30.2,150.3,17.87,13.9,13.6,13.4,9.5,-0.93,8.835,0.76491,34.1,81.92,64.610304,224.6,54.5,70.9,307.2,2800.0,2800.0,8.102143,5.073,887.457703,746.732483,1545.0,15.83,1.26,1.27,80.058,1.582,0.04,5.73,679.351563,-2.139558,0.0
2024-08-01 14:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,21.13,,,30.2,151.4,14.04,13.8,13.7,13.0,5.7,-0.94,5.358,0.849555,34.4,99.13,78.183831,284.4,61.2,79.1,324.1,3000.0,3000.0,8.064,5.637,950.877014,679.0979,1545.0,15.75,1.26,1.24,80.054,1.696,0.04,5.73,717.271545,-2.399186,0.0
2024-08-01 15:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,22.04,,,30.2,151.4,14.04,13.8,13.5,12.9,4.8,-0.94,4.512,0.841185,36.2,99.19,77.328524,302.8,70.2,80.9,339.2,3100.0,3100.0,8.130968,5.705,971.431763,607.224854,1545.0,15.75,1.26,1.24,80.054,1.696,0.04,5.73,707.137634,-1.747796,0.0
2024-08-01 16:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,22.04,,,29.9,431.9,19.66,20.1,19.8,20.0,15.4,-0.99,15.246,0.851985,38.6,98.85,77.06346,315.1,72.2,82.8,347.4,3300.0,3300.0,7.821818,3.078,991.765503,634.596436,1545.0,15.75,1.26,1.24,80.054,1.696,0.04,5.73,653.022034,-2.991457,0.06
2024-08-01 17:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,22.04,,,29.8,703.4,21.5,25.5,20.3,22.5,24.2,-0.99,23.958,0.92097,45.1,99.11,77.266156,365.7,88.6,89.6,382.7,3400.0,3400.0,8.334706,5.568,994.616638,702.538879,1545.0,15.75,1.26,1.24,80.054,1.696,0.04,5.73,654.819763,-2.440052,0.06
2024-08-01 18:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,22.04,,,29.7,719.1,21.5,22.6,20.8,21.9,34.3,-0.99,33.957,0.918,44.9,104.3,81.31228,566.9,141.1,110.3,471.6,4000.0,4000.0,8.7285,5.582,1006.83606,726.421448,1545.0,15.72,1.28,1.27,80.065,1.665,0.04,5.73,630.054626,-3.425621,0.06
2024-08-01 19:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,21.34,,,29.6,698.6,21.5,22.2,22.7,21.1,33.4,-0.99,33.066,0.91908,45.2,105.28,82.813248,603.9,154.0,114.0,487.8,4200.0,4200.0,8.597143,5.61,1028.448364,758.816833,1540.0,15.89,1.27,1.3,80.053,1.487,0.05,6.72,650.657104,-3.406719,0.06
2024-08-01 20:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,21.34,,,29.6,691.5,21.5,22.4,21.9,21.6,34.2,-0.99,33.858,0.9531,38.5,105.29,82.821114,602.7,153.3,114.0,487.7,3800.0,3800.0,9.500526,5.633,991.54657,810.0802,1540.0,15.89,1.27,1.3,80.053,1.487,0.05,6.72,659.362366,-4.353329,0.06
2024-08-01 21:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,21.34,,,29.7,754.5,21.5,21.0,19.5,14.7,34.4,-0.98,33.712,0.94878,38.7,105.28,82.813248,599.8,151.4,113.8,487.7,3700.0,3700.0,9.754054,5.595,974.19104,810.500244,1540.0,15.89,1.27,1.3,80.053,1.487,0.05,6.72,672.053101,-3.577211,0.06
2024-08-01 22:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,21.34,,,29.6,731.6,21.5,23.5,22.1,20.5,33.7,-0.98,33.026,0.952155,35.8,104.41,82.128906,536.4,142.0,108.0,472.0,3600.0,3600.0,9.666667,5.946,964.2901,802.549255,1540.0,15.89,1.27,1.3,80.053,1.487,0.05,6.72,700.36377,-4.069648,0.06
2024-08-01 23:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,21.34,,,29.7,635.0,21.5,22.6,22.4,13.8,32.2,-0.97,31.234,0.95877,32.8,103.39,81.326574,537.3,134.8,107.9,463.6,3400.0,3400.0,10.085294,5.968,964.58905,811.098938,1562.0,15.89,1.27,1.3,80.053,1.487,0.04,8.52,683.240601,-3.96611,0.06
2024-08-02 00:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,24.25,,,29.6,729.0,21.5,21.8,21.8,20.9,31.2,-0.99,30.888,-0.00108,0.0,41.91,31.746825,2.0,59.1,19.7,320.6,1700.0,1700.0,12.010588,0.0,670.931396,592.024841,1562.0,15.75,1.29,1.24,79.924,1.796,0.04,8.52,652.359863,-3.808899,
2024-08-02 01:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,24.25,,,30.1,687.8,21.5,20.9,11.1,21.2,33.7,-0.99,33.363,0.09612,0.0,0.0,0.0,-10.1,38.2,16.8,279.6,200.0,200.0,88.92,0.0,504.660767,410.579803,1562.0,15.75,1.29,1.24,79.924,1.796,0.04,8.52,416.242432,-8.87147,
2024-08-02 02:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,24.94,,,30.0,528.8,20.48,20.3,18.0,20.9,26.4,-0.99,26.136,0.532035,40.5,16.67,12.512502,264.4,71.4,77.0,344.7,3200.0,3200.0,7.906875,2.597,1018.303406,789.006348,1562.0,15.75,1.29,1.24,79.924,1.796,0.04,8.52,636.571716,-2.19874,
2024-08-02 03:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,24.94,,,29.8,533.1,20.48,22.7,20.7,21.4,25.0,-0.99,24.75,0.890055,34.6,82.57,61.977042,269.1,71.2,77.5,345.2,3100.0,3100.0,8.18129,5.692,996.97229,793.428711,1562.0,15.75,1.29,1.24,79.924,1.796,0.04,8.52,751.777832,-3.355182,
2024-08-02 04:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,24.94,,,29.9,532.5,20.48,22.1,19.3,20.9,25.0,-0.99,24.75,0.888165,35.1,100.95,75.77307,272.4,71.8,77.0,334.6,3300.0,3300.0,7.483636,5.338,1028.126221,761.645447,1562.0,15.75,1.29,1.24,79.924,1.796,0.04,8.52,733.19165,-2.707735,
2024-08-02 05:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,24.94,,,30.0,507.5,20.48,21.0,19.4,20.8,24.3,-0.99,24.057,0.892755,37.7,101.42,76.125852,303.6,79.9,81.9,356.8,3100.0,3100.0,8.490968,2.741,974.64502,732.524109,1562.0,15.98,1.17,1.17,79.956,1.724,0.04,8.52,708.76123,-2.361961,
2024-08-02 06:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,24.94,,,29.9,514.5,20.48,20.2,20.9,18.2,23.4,-0.99,23.166,0.89235,37.6,99.93,75.007458,304.1,79.2,82.3,356.8,3300.0,3300.0,7.983636,5.745,1030.510132,748.534851,1562.0,15.98,1.17,1.17,79.956,1.724,0.04,8.52,669.87384,-2.408737,
2024-08-02 07:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,23.31,,,29.8,723.8,21.5,21.8,21.3,17.1,29.8,-0.99,29.502,0.89586,38.4,100.35,76.958415,318.1,77.8,83.7,357.2,3400.0,3400.0,7.780588,5.734,997.884888,748.204285,1562.0,15.98,1.17,1.17,79.956,1.724,0.04,8.52,656.33374,-2.520724,
2024-08-02 08:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,23.31,,,29.8,692.6,21.5,19.6,20.1,20.8,33.8,-1.0,33.8,0.89343,40.0,96.97,74.366293,367.8,91.7,89.8,384.5,3500.0,3500.0,8.130857,5.362,1028.855347,774.466858,1562.0,15.98,1.17,1.17,79.956,1.724,0.04,8.52,652.075989,-2.390032,
2024-08-02 09:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,23.31,,,30.0,610.7,21.5,20.3,14.5,23.2,30.9,-1.0,30.9,0.871425,40.8,99.5,76.30655,337.2,82.0,85.9,368.9,3400.0,3400.0,8.025882,5.324,1012.882324,792.358765,1562.0,15.98,1.17,1.17,79.956,1.724,0.04,8.52,636.666199,-3.055847,
2024-08-02 10:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,23.31,,,30.0,735.5,21.5,19.4,15.1,17.3,30.2,-1.0,30.2,0.87561,38.8,100.1,76.76669,338.5,80.8,86.0,363.7,3500.0,3500.0,7.709143,5.259,1028.134399,801.570007,1562.0,15.98,1.17,1.17,79.956,1.724,0.04,8.52,623.069153,-2.403971,
2024-08-02 11:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,23.85,,,29.7,624.5,21.5,22.2,21.9,26.2,30.6,-0.99,30.294,0.863325,41.5,100.27,76.355605,340.2,81.1,86.3,364.0,3400.0,3400.0,7.946471,5.314,1022.440857,776.307129,1562.0,15.98,1.17,1.17,79.956,1.724,0.04,8.52,619.860962,-2.841456,
2024-08-02 12:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,23.85,,,29.8,666.5,21.5,23.1,17.8,20.8,30.1,-0.99,29.799,0.862515,41.7,100.47,76.507905,385.2,91.1,91.9,388.1,3600.0,3600.0,8.0,5.326,1030.366821,760.494568,1562.0,15.98,1.17,1.17,79.956,1.724,0.04,8.52,628.543884,-3.594517,
2024-08-02 13:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,23.85,,,29.8,655.8,21.5,21.1,20.8,19.6,30.4,-1.0,30.4,0.868725,40.7,100.32,76.39368,384.9,92.5,91.7,387.7,3600.0,3600.0,7.99,5.284,1024.88562,788.913574,1562.0,15.98,1.17,1.17,79.956,1.724,0.04,8.52,615.521851,-3.168293,
2024-08-02 14:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,23.85,,,29.7,659.0,21.5,23.8,20.9,21.0,30.0,-0.99,29.7,0.87156,37.2,100.44,76.48506,389.6,90.4,92.0,387.7,3600.0,3600.0,7.995,5.705,1040.817627,778.954041,1562.0,15.98,1.17,1.17,79.956,1.724,0.04,8.52,619.294983,-3.689249,
2024-08-02 15:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,22.48,,,30.1,658.7,21.5,22.4,13.9,20.3,30.7,-0.99,30.393,0.86697,37.6,98.19,76.116888,401.3,90.0,92.0,387.6,3700.0,3700.0,7.777297,5.683,1012.61322,778.522705,1562.0,15.98,1.17,1.17,79.956,1.724,0.04,8.52,627.127747,-3.681517,
2024-08-02 16:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,22.48,,,30.1,694.8,21.5,17.9,15.9,9.7,30.5,-0.99,30.195,0.87021,36.8,98.22,76.140144,401.2,89.4,91.0,387.3,3600.0,3600.0,7.971667,5.649,998.41333,773.353271,1562.0,15.95,1.17,1.29,80.012,1.578,0.04,8.52,631.659912,-3.970037,
2024-08-02 17:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,22.48,,,29.8,668.6,21.5,20.3,16.8,21.5,31.3,-1.0,31.3,0.871965,40.1,95.57,74.085864,403.0,93.5,91.7,393.7,3700.0,3700.0,7.871351,5.454,999.968994,775.643921,1562.0,15.95,1.17,1.29,80.012,1.578,0.04,8.52,624.579163,-3.608174,
2024-08-02 18:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,22.48,,,29.9,0.2,21.5,0.0,0.0,0.0,22.2,-1.0,22.2,0.8721,41.9,98.59,76.426968,430.6,106.8,95.8,410.7,3900.0,3900.0,7.792308,5.371,988.138794,793.988464,1562.0,15.95,1.17,1.29,80.012,1.578,0.04,8.52,623.824158,-2.924521,
2024-08-02 19:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,25.86,,,29.2,580.2,21.5,22.7,23.22,23.2,17.5,-0.99,17.325,0.86454,42.4,97.59,72.353226,429.9,106.1,95.7,409.8,4000.0,4000.0,7.5825,5.329,1021.56488,774.104187,1562.0,15.95,1.17,1.29,80.012,1.578,0.04,8.52,656.33374,-3.261316,
2024-08-02 20:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,25.86,,,29.2,683.0,21.5,20.6,21.7,20.0,29.7,-0.99,29.403,0.865215,37.1,99.98,74.125172,385.7,96.1,90.5,393.1,3900.0,3900.0,7.44,5.321,1021.179321,841.077271,1559.0,15.95,1.17,1.29,80.012,1.578,0.05,8.41,665.800781,-2.822791,
2024-08-02 21:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,25.86,,,29.1,666.6,21.5,23.8,21.9,22.3,32.9,-0.99,32.571,0.86103,35.4,99.62,73.858268,335.3,83.8,84.2,369.4,3500.0,3500.0,7.776,5.466,1004.856201,844.434082,1559.0,15.95,1.17,1.29,80.012,1.578,0.05,8.41,689.700867,-2.708857,
2024-08-02 22:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,25.86,,,29.1,697.4,21.5,24.1,22.4,23.1,32.8,-0.99,32.472,0.87129,35.2,99.32,73.635848,288.9,73.0,78.2,346.7,3400.0,3400.0,7.498235,5.574,973.563965,813.405212,1559.0,15.95,1.17,1.29,80.012,1.578,0.05,8.41,711.819153,-2.607269,
2024-08-02 23:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,25.86,,,29.1,692.3,21.5,22.1,21.8,19.9,33.6,-0.99,33.264,0.871695,35.3,98.53,73.050142,287.0,74.0,77.9,345.6,3300.0,3300.0,7.7,5.616,946.770813,790.826172,1559.0,15.95,1.17,1.29,80.012,1.578,0.05,8.41,684.379944,-1.732099,
2024-08-03 00:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,22.91,,,29.2,685.2,21.5,24.4,18.6,23.5,31.2,-1.0,31.2,0.87102,35.6,98.53,75.956777,268.6,69.2,75.8,337.4,3400.0,3400.0,7.291765,5.598,924.867371,796.622925,1560.0,15.91,1.28,1.2,80.044,1.566,0.05,8.31,667.979248,-2.021092,
2024-08-03 01:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,22.91,,,29.1,701.6,20.93,24.6,20.6,20.9,32.2,-0.98,31.556,0.865485,36.1,101.23,78.038207,287.5,72.6,78.1,346.1,3400.0,3400.0,7.485882,5.315,928.788147,798.053955,1560.0,15.46,1.14,1.11,80.572,1.718,0.05,8.31,655.482056,-2.571814,
2024-08-03 02:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,21.69,,,29.2,684.2,20.93,21.9,19.0,18.9,31.4,-0.99,31.086,0.85779,37.4,101.23,79.273213,269.6,67.4,75.6,337.5,3600.0,3600.0,6.885,5.347,932.442322,803.800598,1560.0,15.46,1.14,1.11,80.572,1.718,0.05,8.31,642.997986,-2.832181,
2024-08-03 03:00:00,2.09,16.8,33.01,3.5,14.16,1.86,8.038278,2.331215,0.504696,,21.69,,,29.2,699.0,20.93,22.2,19.5,20.5,31.7,-0.99,31.383,0.867105,37.1,101.07,79.147917,299.3,75.7,79.8,353.3,3600.0,3600.0,7.218333,5.393,935.721008,794.682617,1560.0,15.46,1.14,1.11,80.572,1.718,0.05,8.31,636.193909,-2.908557,
