ni_in,fe_in,sio2_in,cao_in,mgo_in,al2o3_in,fe_ni,s_m,bc,loi_in,mc_kilnfeed,fc_coal,gcv_coal,tco,voltage,current,load,rpm,pry_p,sec_p,pry_v,sec_v,total_coal,a_f_ratio,kg_tco,reductor_ratio,reductor_consume,charge_kiln,t_tic162,t_tic163,t_tic166,t_tic172,furnace_temp,ni_met,c_met,si_met,fe_met,s_met,ni_slag,fe_slag,t_kalsin,pic_161,loi_kalsin
1.962222222222222,15.362222222222222,36.43555555555555,0.5888888888888889,20.102222222222224,3.026666666666667,7.836452163888889,1.8149334255555556,0.5630104211111111,10.762222222222222,20.516666666666666,41.92444444444445,6934.574444444444,84.49,814.0,23.5,1.0,0.5963157894736841,762.7736842105263,268.4894736842105,107.75263157894737,463.67894736842106,4726.315789473684,7.257185354578947,46.40058275052632,6.17,84.49,1369.72,955.578947368421,771.3684210526316,533.421052631579,265.05263157894734,1393.166667,21.58,1.161666667,1.131666667,74.45583333,0.470833333,0.072,9.676,595.6666666666666,-3.0,0.41
1.9777777777777779,15.372777777777777,36.559444444444445,0.586111111111111,20.302777777777777,3.018333333333333,7.779775731111111,1.8031227404444445,0.5665303368888889,10.697777777777777,20.538333333333334,42.18555555555555,6920.775555555556,84.49,814.0,23.5,1.0,0.5968421052631578,763.2631578947369,268.7052631578947,107.77368421052633,463.7105263157895,4736.842105263158,7.241516018210526,46.439706034736844,6.17,84.49,1369.72,955.2105263157895,769.3157894736842,528.7894736842105,264.4736842105263,1393.166667,21.58,1.161666667,1.131666667,74.45583333,0.470833333,0.072,9.676,588.0,-2.6,0.43
1.9933333333333334,15.383333333333333,36.68333333333333,0.5833333333333333,20.503333333333334,3.01,7.7230992983333335,1.7913120553333335,0.5700502526666666,10.633333333333333,20.56,42.446666666666665,6906.9766666666665,84.49,814.0,23.5,1.0,0.5973684210526315,763.7526315789474,268.92105263157896,107.79473684210527,463.7421052631579,4747.368421052632,7.225846681842105,46.47882931894737,6.17,84.49,1369.72,954.8421052631579,767.2631578947369,524.1578947368421,263.89473684210526,1393.166667,21.58,1.161666667,1.131666667,74.45583333,0.470833333,0.072,9.676,603.0,-3.5,0.43
2.008888888888889,15.393888888888888,36.80722222222222,0.5805555555555555,20.70388888888889,3.0016666666666665,7.666422865555555,1.7795013702222224,0.5735701684444444,10.568888888888889,20.581666666666667,42.70777777777778,6893.177777777778,84.49,814.0,23.5,1.0,0.5978947368421053,764.2421052631579,269.13684210526316,107.81578947368422,463.7736842105263,4757.894736842105,7.210177345473684,46.517952603157894,6.17,84.49,1369.72,954.4736842105264,765.2105263157895,519.5263157894736,263.3157894736842,1393.166667,21.58,1.161666667,1.131666667,74.45583333,0.470833333,0.072,9.676,640.0,-3.3,0.47
2.0244444444444443,15.404444444444444,36.93111111111111,0.5777777777777777,20.904444444444444,2.993333333333333,7.6097464327777775,1.7676906851111112,0.5770900842222222,10.504444444444443,20.60333333333333,42.968888888888884,6879.3788888888885,84.49,814.0,23.5,1.0,0.598421052631579,764.7315789473685,269.35263157894735,107.83684210526316,463.80526315789473,4768.421052631579,7.194508009105263,46.55707588736843,6.17,84.49,1369.72,954.1052631578947,763.1578947368421,514.8947368421052,262.7368421052632,1393.166667,21.58,1.161666667,1.131666667,74.45583333,0.470833333,0.072,9.676,645.0,-3.7,0.47
2.04,15.415,37.055,0.575,21.105,2.985,7.55307,1.75588,0.58061,10.44,20.625,43.23,6865.58,84.49,814.0,23.5,1.0,0.5989473684210526,765.221052631579,269.56842105263155,107.85789473684211,463.83684210526314,4778.9473684210525,7.178838672736842,46.59619917157895,6.17,84.49,1369.72,953.7368421052631,761.1052631578947,510.2631578947368,262.1578947368421,1393.166667,21.58,1.161666667,1.131666667,74.45583333,0.470833333,0.072,9.676,643.4736842105264,-3.6631578947368424,0.48588235294117643
2.04,15.415,37.055,0.575,21.105,2.985,7.55307,1.75588,0.58061,10.44,20.625,43.23,6865.58,84.49,814.0,23.5,1.0,0.5994736842105263,765.7105263157895,269.7842105263158,107.87894736842105,463.86842105263156,4789.473684210527,7.163169336368421,46.63532245578948,6.17,84.49,1369.72,953.3684210526316,759.0526315789474,505.63157894736844,261.57894736842104,1393.166667,21.58,1.161666667,1.131666667,74.45583333,0.470833333,0.072,9.676,641.9473684210526,-3.626315789473684,0.5017647058823529
2.04,15.415,37.055,0.575,21.105,2.985,7.55307,1.75588,0.58061,10.44,20.625,43.23,6865.58,84.49,814.0,23.5,1.0,0.6,766.2,270.0,107.9,463.9,4800.0,7.1475,46.67444574,6.17,84.49,1369.72,953.0,757.0,501.0,261.0,1393.166667,21.58,1.161666667,1.131666667,74.45583333,0.470833333,0.072,9.676,640.421052631579,-3.5894736842105264,0.5176470588235293
2.04,15.415,37.055,0.575,21.105,2.985,7.55307,1.75588,0.58061,10.44,20.625,43.23,6865.58,84.49,814.0,23.5,1.0,0.6,987.0,335.9,122.0,516.1,5200.0,7.362692308,50.22698735,6.17,84.49,1369.72,960.0,746.0,522.0,271.0,1393.166667,21.58,1.161666667,1.131666667,74.45583333,0.470833333,0.072,9.676,638.8947368421053,-3.5526315789473686,0.5335294117647058
2.04,15.415,37.055,0.575,21.105,2.985,7.55307,1.75588,0.58061,10.44,20.625,43.23,6865.58,0.0,814.0,23.5,1.0,0.6,1062.4,335.3,126.2,516.0,5400.0,7.135555556,52.31037489,6.17,84.49,1369.72,970.0,772.0,541.0,281.0,1393.166667,21.58,1.161666667,1.131666667,74.45583333,0.470833333,0.072,9.676,637.3684210526316,-3.515789473684211,0.5494117647058824
2.04,15.415,37.055,0.575,21.105,2.985,7.55307,1.75588,0.58061,10.44,20.625,43.23,6865.58,0.0,814.0,23.5,1.0,0.6,1087.3,336.6,127.1,516.9,5500.0,7.025454545,52.33111323,6.17,84.49,1369.72,969.0,763.0,550.0,288.0,1393.166667,21.58,1.161666667,1.131666667,74.45583333,0.470833333,0.072,9.676,635.8421052631579,-3.4789473684210526,0.5652941176470588
2.04,15.415,37.055,0.575,21.105,2.985,7.55307,1.75588,0.58061,10.44,20.625,43.23,6865.58,0.0,814.0,23.5,1.0,0.6,1093.2,334.6,128.0,515.7,5500.0,7.022181818,54.68283953,6.17,84.49,1369.72,972.0,760.0,586.0,291.0,1393.166667,21.58,1.161666667,1.131666667,74.45583333,0.470833333,0.072,9.676,634.3157894736842,-3.442105263157895,0.5811764705882353
2.04,15.415,37.055,0.575,21.105,2.985,7.55307,1.75588,0.58061,10.44,20.625,43.23,6865.58,0.0,814.0,23.5,1.0,0.62,1096.9,334.0,128.0,515.6,5600.0,6.895714286,52.48851814,6.17,84.49,1369.72,965.0,734.0,557.0,289.0,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,632.7894736842105,-3.405263157894737,0.5970588235294118
1.995,13.71,37.615,0.585,21.58,2.52,6.88,1.74,0.58,10.39,20.285,43.27,6503.57,0.0,812.6,23.7,15.0,0.62,1100.2,336.7,128.1,516.1,5400.0,7.157777778,50.66616626,6.31,84.49,2023.14,969.0,788.0,585.0,283.0,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,631.2631578947369,-3.368421052631579,0.6129411764705882
1.995,13.71,37.615,0.585,21.58,2.52,6.88,1.74,0.58,10.39,20.285,43.27,6503.57,0.0,812.6,23.7,15.0,0.62,1087.0,333.2,127.9,514.6,5400.0,7.138888889,51.87319885,6.31,84.49,2023.14,961.0,760.0,571.0,291.0,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,629.7368421052631,-3.331578947368421,0.6288235294117647
1.995,13.71,37.615,0.585,21.58,2.52,6.88,1.74,0.58,10.39,20.285,43.27,6503.57,0.0,812.6,23.7,15.0,0.62,1095.3,334.0,128.1,515.9,5300.0,7.290566038,51.31680868,6.31,84.49,2023.14,949.0,779.0,541.0,284.0,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,628.2105263157895,-3.294736842105263,0.6447058823529412
1.995,13.71,37.615,0.585,21.58,2.515,6.88,1.74,0.58,10.39,20.285,43.27,6503.57,0.0,812.6,23.7,15.0,0.6205882352941177,1088.8764705882352,334.1764705882353,127.75294117647059,515.9882352941177,5294.117647058823,7.295826859294118,51.25013536294118,6.31,84.49,2023.14,946.9411764705883,775.9411764705883,537.6470588235294,282.2352941176471,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,626.6842105263158,-3.2578947368421054,0.6605882352941177
1.995,13.71,37.615,0.585,21.58,2.515,6.88,1.74,0.58,10.39,20.285,43.27,6503.57,0.0,812.6,23.7,15.0,0.6211764705882353,1082.4529411764706,334.3529411764706,127.40588235294118,516.0764705882352,5288.235294117647,7.301087680588235,51.18346204588235,6.31,84.49,2023.14,944.8823529411765,772.8823529411765,534.2941176470588,280.47058823529414,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,625.1578947368421,-3.2210526315789476,0.6764705882352942
1.995,13.71,37.615,0.585,21.58,2.515,6.88,1.74,0.58,10.39,20.285,43.27,6503.57,0.0,812.6,23.7,15.0,0.6217647058823529,1076.0294117647059,334.52941176470586,127.05882352941175,516.1647058823529,5282.35294117647,7.306348501882352,51.11678872882353,6.31,84.49,2023.14,942.8235294117648,769.8235294117648,530.9411764705883,278.70588235294116,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,623.6315789473684,-3.1842105263157894,0.6923529411764706
1.995,13.71,37.615,0.585,21.58,2.515,6.88,1.74,0.58,10.39,20.285,43.27,6503.57,0.0,812.6,23.7,15.0,0.6223529411764706,1069.605882352941,334.70588235294116,126.71176470588235,516.2529411764706,5276.470588235294,7.31160932317647,51.05011541176471,6.31,84.49,2023.14,940.7647058823529,766.7647058823529,527.5882352941177,276.94117647058823,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,622.1052631578947,-3.1473684210526316,0.7082352941176471
1.995,13.71,37.615,0.585,21.58,2.515,6.88,1.74,0.58,10.39,20.285,43.27,6503.57,0.0,812.6,23.7,15.0,0.6229411764705882,1063.1823529411765,334.88235294117646,126.36470588235294,516.3411764705883,5270.588235294118,7.316870144470588,50.983442094705886,6.31,127.6,2023.14,938.7058823529412,763.7058823529412,524.2352941176471,275.1764705882353,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,620.578947368421,-3.110526315789474,0.7241176470588235
2.09,14.035,38.13,0.595,21.845,2.435,6.727308115,1.752793989,0.583119193,9.66,18.28,45.3,6676.93,0.0,812.6,23.7,15.0,0.6235294117647059,1056.7588235294118,335.05882352941177,126.01764705882353,516.4294117647058,5264.705882352941,7.322130965764706,50.91676877764706,6.31,127.6,2023.14,936.6470588235294,760.6470588235294,520.8823529411765,273.4117647058824,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,619.0526315789474,-3.0736842105263156,0.74
2.09,14.035,38.13,0.595,21.845,2.435,6.727308115,1.752793989,0.583119193,9.66,18.28,45.3,6676.93,0.0,812.6,23.7,15.0,0.6241176470588236,1050.335294117647,335.2352941176471,125.67058823529412,516.5176470588235,5258.823529411765,7.327391787058823,50.850095460588236,6.31,127.6,2023.14,934.5882352941177,757.5882352941177,517.5294117647059,271.6470588235294,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,617.5263157894736,-3.036842105263158,0.74
2.09,14.035,38.13,0.595,21.845,2.435,6.727308115,1.752793989,0.583119193,9.66,18.28,45.3,6676.93,0.0,812.6,23.7,15.0,0.6247058823529412,1043.9117647058824,335.4117647058824,125.32352941176471,516.6058823529412,5252.941176470588,7.332652608352941,50.783422143529414,6.31,127.6,2023.14,932.5294117647059,754.5294117647059,514.1764705882352,269.88235294117646,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,616.0,-3.0,0.78
2.09,14.035,38.13,0.595,21.845,2.435,6.727308115,1.752793989,0.583119193,9.66,18.28,45.3,6676.93,0.0,812.6,23.7,15.0,0.6252941176470588,1037.4882352941177,335.5882352941176,124.97647058823529,516.6941176470588,5247.058823529412,7.337913429647059,50.716748826470585,6.31,127.6,2023.14,930.4705882352941,751.4705882352941,510.8235294117647,268.11764705882354,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,605.0,-2.9,0.78
2.09,14.035,38.13,0.595,21.845,2.435,6.727308115,1.752793989,0.583119193,9.66,18.28,45.3,6676.93,127.5999985,812.6,23.7,15.0,0.6258823529411764,1031.0647058823529,335.7647058823529,124.62941176470588,516.7823529411764,5241.176470588235,7.343174250941177,50.650075509411764,6.31,127.6,2023.14,928.4117647058823,748.4117647058823,507.47058823529414,266.3529411764706,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,608.0,-4.0,0.75
2.09,14.035,38.13,0.595,21.845,2.435,6.727308115,1.752793989,0.583119193,9.66,18.28,45.3,6676.93,127.5999985,812.6,23.7,15.0,0.6264705882352941,1024.6411764705883,335.94117647058823,124.28235294117647,516.8705882352941,5235.294117647059,7.348435072235294,50.58340219235294,6.31,127.6,2023.14,926.3529411764706,745.3529411764706,504.11764705882354,264.5882352941176,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,620.0,-3.7,0.75
2.09,14.035,38.13,0.595,21.845,2.435,6.727308115,1.752793989,0.583119193,9.66,18.28,45.3,6676.93,127.5999985,812.6,23.7,15.0,0.6270588235294118,1018.2176470588236,336.11764705882354,123.93529411764706,516.9588235294117,5229.411764705882,7.353695893529411,50.51672887529411,6.31,127.6,2023.14,924.2941176470588,742.2941176470588,500.7647058823529,262.8235294117647,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,615.0,-2.5,0.79
2.09,14.035,38.13,0.595,21.845,2.435,6.727308115,1.752793989,0.583119193,9.66,18.28,45.3,6676.93,127.5999985,812.6,23.7,15.0,0.6276470588235294,1011.7941176470588,336.29411764705884,123.58823529411765,517.0470588235294,5223.529411764706,7.358956714823529,50.45005555823529,6.31,127.6,2023.14,922.2352941176471,739.2352941176471,497.4117647058824,261.05882352941177,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,626.0,-3.8,0.79
2.03,15.18,38.1,0.685,21.475,2.925,7.477140361,1.774009481,0.576630041,9.82,21.205,44.46,6706.82,127.5999985,812.6,23.7,15.0,0.6282352941176471,1005.3705882352941,336.47058823529414,123.24117647058824,517.135294117647,5217.64705882353,7.364217536117647,50.38338224117647,6.31,127.6,2023.14,920.1764705882352,736.1764705882352,494.05882352941177,259.29411764705884,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,669.0,-1.8,0.0
2.03,15.18,38.1,0.685,21.475,2.925,7.477140361,1.774009481,0.576630041,9.82,21.205,44.46,6706.82,127.5999985,812.6,23.7,15.0,0.6288235294117647,998.9470588235295,336.6470588235294,122.89411764705882,517.2235294117647,5211.764705882353,7.369478357411764,50.31670892411765,6.31,127.6,2023.14,918.1176470588235,733.1176470588235,490.70588235294116,257.52941176470586,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,658.0,-2.8,0.0
2.03,15.18,38.1,0.685,21.475,2.925,7.477140361,1.774009481,0.576630041,9.82,21.205,44.46,6706.82,127.5999985,812.6,23.7,15.0,0.6294117647058823,992.5235294117647,336.8235294117647,122.54705882352941,517.3117647058823,5205.882352941177,7.374739178705882,50.25003560705882,6.31,127.6,2023.14,916.0588235294117,730.0588235294117,487.3529411764706,255.76470588235293,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,669.0,-3.7,0.0
2.03,15.18,38.1,0.685,21.475,2.925,7.477140361,1.774009481,0.576630041,9.82,21.205,44.46,6706.82,127.5999985,812.6,23.7,15.0,0.63,986.1,337.0,122.2,517.4,5200.0,7.38,50.18336229,6.31,127.6,2023.14,914.0,727.0,484.0,254.0,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,664.9411764705883,-3.723529411764706,0.0
2.03,15.18,38.1,0.685,21.475,2.925,7.477140361,1.774009481,0.576630041,9.82,21.205,44.46,6706.82,127.5999985,812.6,23.7,15.0,0.61,994.1,335.0,122.4,515.3,5500.0,6.956727273,53.29457364,6.31,127.6,2023.14,928.0,675.0,481.0,258.0,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,660.8823529411765,-3.7470588235294118,0.0
2.03,15.18,38.1,0.685,21.475,2.925,7.477140361,1.774009481,0.576630041,9.82,21.205,44.46,6706.82,127.5999985,812.6,23.7,15.0,0.61,955.8,333.7,120.3,514.5,5600.0,6.801428571,54.39533754,6.31,127.6,2023.14,947.0,678.0,497.0,272.0,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,656.8235294117648,-3.7705882352941176,0.0
2.03,15.18,38.1,0.685,21.475,2.925,7.477140361,1.774009481,0.576630041,9.82,21.205,44.46,6706.82,127.5999985,812.6,23.7,15.0,0.61,994.0,334.3,122.5,512.5,5600.0,6.803571429,57.10206995,6.31,127.6,2023.14,958.0,697.0,524.0,279.0,1361.833333,21.56333333,1.145,1.106666667,74.48066667,0.473333333,0.063333333,9.84,652.7647058823529,-3.7941176470588234,0.0
2.03,15.18,38.1,0.685,21.475,2.925,7.477140361,1.774009481,0.576630041,9.82,21.205,44.46,6706.82,127.5999985,812.6,23.7,15.0,0.6,991.3,333.9,122.3,514.6,5500.0,6.948,51.6092709,6.31,127.6,2023.14,956.0,746.0,549.0,270.0,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,648.7058823529412,-3.8176470588235296,0.0
2.005,14.03,38.92,0.635,22.245,2.665,6.99468879,1.749783115,0.583190125,10.045,20.675,43.8,6677.52,134.5800018,797.6,23.6,40.0,0.62,1050.5,334.8,125.7,514.2,5400.0,7.11,50.62341802,6.46,127.6,2082.94,958.0,714.0,497.0,273.0,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,644.6470588235294,-3.8411764705882354,0.35
2.005,14.03,38.92,0.635,22.245,2.665,6.99468879,1.749783115,0.583190125,10.045,20.675,43.8,6677.52,134.5800018,797.6,23.6,40.0,0.62,1049.1,335.0,125.5,514.8,5400.0,7.114444444,52.39666214,6.46,127.6,2082.94,971.0,757.0,554.0,287.0,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,640.5882352941177,-3.864705882352941,0.35
2.005,14.03,38.92,0.635,22.245,2.665,6.99468879,1.749783115,0.583190125,10.045,20.675,43.8,6677.52,134.5800018,797.6,23.6,40.0,0.62,1050.1,336.0,125.6,514.1,5100.0,7.525882353,48.85525433,6.46,127.6,2082.94,951.0,793.0,589.0,285.0,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,636.5294117647059,-3.888235294117647,0.36
2.005,14.03,38.92,0.635,22.245,2.665,6.99468879,1.749783115,0.583190125,10.045,20.675,43.8,6677.52,134.5800018,797.6,23.6,40.0,0.62,1019.9,332.5,123.9,513.2,5100.0,7.495294118,49.9510284,6.46,127.6,2082.94,933.0,723.0,487.0,275.0,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,632.4705882352941,-3.911764705882353,0.36
2.005,14.03,38.92,0.635,22.245,2.665,6.99468879,1.749783115,0.583190125,10.045,20.675,43.8,6677.52,134.5800018,797.6,23.6,40.0,0.62,1047.0,333.6,125.8,513.6,5300.0,7.238490566,51.84388144,6.46,127.6,2082.94,961.0,753.0,534.0,285.0,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,628.4117647058823,-3.9352941176470586,0.35
2.005,14.03,38.92,0.635,22.245,2.665,6.99468879,1.749783115,0.583190125,10.045,20.675,43.8,6677.52,134.5800018,797.6,23.6,40.0,0.62,1045.2,332.3,125.5,513.1,5500.0,6.966545455,51.4884853,6.46,127.6,2082.94,964.0,753.0,533.0,289.0,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,624.3529411764706,-3.9588235294117644,0.35
2.005,14.03,38.92,0.635,22.245,2.665,6.99468879,1.749783115,0.583190125,10.045,20.675,43.8,6677.52,134.5800018,797.6,23.6,40.0,0.62,1046.1,332.8,125.4,513.0,5300.0,7.227169811,49.57904584,6.46,127.6,2082.94,964.0,765.0,584.0,290.0,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,620.2941176470588,-3.98235294117647,0.35
2.005,14.03,38.92,0.635,22.245,2.665,6.99468879,1.749783115,0.583190125,10.045,20.675,43.8,6677.52,0.0,797.6,23.6,40.0,0.6,1009.8,333.2,123.3,511.9,5000.0,7.6224,46.76393565,6.46,134.58,2082.94,961.0,780.0,573.0,287.0,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,616.2352941176471,-4.0058823529411764,0.35
1.975,14.045,38.04,0.55,21.335,2.37,7.098267009,1.78256573,0.571387024,12.265,19.055,45.66,6832.73,0.0,797.6,23.6,40.0,0.6,1012.2,334.8,123.5,513.2,5100.0,7.490588235,48.18138876,6.46,134.58,2082.94,938.0,754.0,568.0,294.0,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,612.1764705882352,-4.029411764705882,1.0
1.975,14.045,38.04,0.55,21.335,2.37,7.098267009,1.78256573,0.571387024,12.265,19.055,45.66,6832.73,0.0,797.6,23.6,40.0,0.6,1019.1,335.0,123.6,513.1,5100.0,7.490588235,48.77115808,6.46,134.58,2082.94,933.0,753.0,567.0,290.0,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,608.1176470588235,-4.052941176470588,1.0
1.975,14.045,38.04,0.55,21.335,2.37,7.098267009,1.78256573,0.571387024,12.265,19.055,45.66,6832.73,0.0,797.6,23.6,40.0,0.6,1049.0,335.3,125.4,512.2,5200.0,7.356923077,50.17367812,6.46,134.58,2082.94,937.0,772.0,575.0,281.0,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,604.0588235294117,-4.076470588235294,1.04
1.975,14.045,38.04,0.55,21.335,2.37,7.098267009,1.78256573,0.571387024,12.265,19.055,45.66,6832.73,0.0,797.6,23.6,40.0,0.6,1052.1,335.4,125.6,513.8,5200.0,7.377692308,50.00480815,6.46,134.58,2082.94,938.0,730.0,514.0,271.0,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,600.0,-4.1,1.04
1.975,14.045,38.04,0.55,21.335,2.37,7.098267009,1.78256573,0.571387024,12.265,19.055,45.66,6832.73,0.0,797.6,23.6,40.0,0.6,1048.5,336.8,125.4,513.5,5200.0,7.371923077,49.19118343,6.46,134.58,2082.94,951.0,731.0,527.0,284.0,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,583.0,-3.4,0.41
1.975,14.045,38.04,0.55,21.335,2.37,7.098267009,1.78256573,0.571387024,12.265,19.055,45.66,6832.73,0.0,797.6,23.6,40.0,0.6,1049.8,336.8,125.5,513.7,5200.0,7.375384615,49.15398431,6.46,134.58,2082.94,948.0,749.0,553.0,286.0,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,572.0,-3.7,0.41
1.975,14.045,38.04,0.55,21.335,2.37,7.098267009,1.78256573,0.571387024,12.265,19.055,45.66,6832.73,0.0,797.6,23.6,40.0,0.6,1024.6833333333334,329.53333333333336,123.86111111111111,508.07777777777784,5138.888888888889,7.379055659444444,48.654572781666666,6.46,134.58,2082.94,944.6111111111111,749.3333333333334,550.5,283.77777777777777,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,623.0,-3.0,0.45
1.975,14.045,38.04,0.55,21.335,2.37,7.098267009,1.78256573,0.571387024,12.265,19.055,45.66,6832.73,0.0,797.6,23.6,40.0,0.6,999.5666666666666,322.26666666666665,122.22222222222223,502.4555555555556,5077.777777777777,7.382726703888888,48.15516125333333,6.46,134.58,2082.94,941.2222222222222,749.6666666666666,548.0,281.55555555555554,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,626.0,-3.4,0.45
2.05,13.845,39.935,0.54,21.175,2.08,6.758520089,1.885766957,0.539951852,10.535,20.605,44.2,6684.69,0.0,797.6,23.6,40.0,0.6,974.4499999999999,315.0,120.58333333333333,496.83333333333337,5016.666666666667,7.386397748333334,47.655749725,6.46,134.58,2082.94,937.8333333333334,750.0,545.5,279.3333333333333,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,605.0,-4.2,0.0
2.05,13.845,39.935,0.54,21.175,2.08,6.758520089,1.885766957,0.539951852,10.535,20.605,44.2,6684.69,0.0,797.6,23.6,40.0,0.6,949.3333333333333,307.73333333333335,118.94444444444444,491.21111111111117,4955.555555555556,7.390068792777778,47.15633819666667,6.46,134.58,2082.94,934.4444444444445,750.3333333333334,543.0,277.1111111111111,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,629.0,-3.2,0.0
2.05,13.845,39.935,0.54,21.175,2.08,6.758520089,1.885766957,0.539951852,10.535,20.605,44.2,6684.69,0.0,797.6,23.6,40.0,0.6,924.2166666666667,300.4666666666667,117.30555555555556,485.5888888888889,4894.444444444444,7.393739837222222,46.656926668333334,6.46,134.58,2082.94,931.0555555555555,750.6666666666666,540.5,274.8888888888889,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,667.0,-4.3,0.0
2.05,13.845,39.935,0.54,21.175,2.08,6.758520089,1.885766957,0.539951852,10.535,20.605,44.2,6684.69,0.0,797.6,23.6,40.0,0.6,899.1,293.2,115.66666666666667,479.9666666666667,4833.333333333333,7.397410881666667,46.15751514,6.46,134.58,2082.94,927.6666666666666,751.0,538.0,272.6666666666667,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,615.0,-4.1,0.0
2.05,13.845,39.935,0.54,21.175,2.08,6.758520089,1.885766957,0.539951852,10.535,20.605,44.2,6684.69,0.0,797.6,23.6,40.0,0.6,873.9833333333333,285.93333333333334,114.02777777777777,474.3444444444445,4772.222222222223,7.401081926111111,45.65810361166667,6.46,134.58,2082.94,924.2777777777778,751.3333333333334,535.5,270.44444444444446,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,623.0,-4.0,0.0
2.05,13.845,39.935,0.54,21.175,2.08,6.758520089,1.885766957,0.539951852,10.535,20.605,44.2,6684.69,0.0,797.6,23.6,40.0,0.6,848.8666666666667,278.6666666666667,112.38888888888889,468.72222222222223,4711.111111111111,7.404752970555555,45.158692083333335,6.46,134.58,2082.94,920.8888888888889,751.6666666666666,533.0,268.22222222222223,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,631.0,-3.7,0.0
2.05,13.845,39.935,0.54,21.175,2.08,6.758520089,1.885766957,0.539951852,10.535,20.605,44.2,6684.69,0.0,797.6,23.6,40.0,0.6,823.75,271.4,110.75,463.1,4650.0,7.408424015,44.659280554999995,6.46,134.58,2082.94,917.5,752.0,530.5,266.0,1377.0,21.445,1.03,1.125,74.6615,0.5285,0.064,10.174,640.0,-4.0,0.0
2.05,13.845,39.935,0.54,21.175,2.08,6.758520089,1.885766957,0.539951852,10.535,20.605,44.2,6684.69,0.0,797.6,23.6,40.0,0.6,798.6333333333333,264.1333333333333,109.11111111111111,457.4777777777778,4588.888888888889,7.412095059444445,44.15986902666667,6.46,134.58,2082.94,914.1111111111111,752.3333333333334,528.0,263.77777777777777,1383.5,21.37666667,1.061666667,1.175,74.668,0.515333333,0.064,9.784,646.0,-3.6,0.0
